"acquisition_channel";"days_since_registration";"retention"
ads;23;2.817
ads;24;0.704
ads;25;5.634
ads;26;2.817
ads;27;3.521
ads;28;4.930
ads;29;2.817
ads;0;24.648
ads;1;18.310
ads;2;23.239
ads;3;28.169
ads;4;30.282
ads;5;28.169
ads;6;21.831
ads;7;12.676
ads;8;11.972
ads;9;9.859
ads;10;8.451
ads;11;12.676
ads;12;8.451
ads;13;7.746
ads;14;4.225
ads;15;7.746
ads;16;3.521
ads;17;2.817
ads;18;7.746
ads;19;3.521
ads;20;2.817
ads;21;2.817
ads;22;5.634
ads;23;3.521
ads;24;5.634
ads;25;4.225
ads;26;3.521
ads;27;4.225
ads;28;3.521
ads;29;5.634
ads;0;23.881
ads;1;26.119
ads;2;22.388
ads;3;24.627
ads;4;27.612
ads;5;20.149
ads;6;26.119
ads;7;8.209
ads;8;14.179
ads;9;11.194
ads;10;12.687
ads;11;9.701
ads;12;9.701
ads;13;11.194
ads;14;5.224
ads;15;4.478
ads;16;5.224
ads;17;3.731
ads;18;3.731
ads;19;4.478
ads;20;5.970
ads;21;3.731
ads;22;5.970
ads;23;6.716
ads;24;2.239
ads;25;2.239
ads;26;4.478
ads;27;7.463
ads;28;4.478
ads;29;4.478
ads;0;24.060
ads;1;24.060
ads;2;24.812
ads;3;23.308
ads;4;26.316
ads;5;27.068
ads;6;29.323
ads;7;9.774
ads;8;13.534
ads;9;9.023
ads;10;11.278
ads;11;11.278
ads;12;17.293
ads;13;11.278
ads;14;4.511
ads;15;5.263
ads;16;3.008
ads;17;6.015
ads;18;0.752
ads;19;4.511
ads;20;3.759
ads;21;4.511
ads;22;5.263
ads;23;5.263
ads;24;6.015
ads;25;3.008
ads;26;4.511
ads;27;1.504
ads;28;4.511
ads;29;6.015
ads;0;22.388
ads;1;19.403
ads;2;26.866
ads;3;29.104
ads;4;33.582
ads;5;23.134
ads;6;26.119
ads;7;11.940
ads;8;9.701
ads;9;11.940
ads;10;13.433
ads;11;11.194
ads;12;12.687
ads;13;9.701
ads;14;4.478
ads;15;5.970
ads;16;7.463
ads;17;5.970
ads;18;5.224
ads;19;6.716
ads;20;4.478
ads;21;7.463
ads;22;4.478
ads;23;7.463
ads;24;5.970
ads;25;0.746
ads;26;3.731
ads;27;6.716
ads;28;5.970
ads;29;3.731
ads;0;21.138
ads;1;29.268
ads;2;19.512
ads;3;23.577
ads;4;29.268
ads;5;18.699
ads;6;23.577
ads;7;13.821
ads;8;10.569
ads;9;9.756
ads;10;17.886
ads;11;10.569
ads;12;8.130
ads;13;8.130
ads;14;2.439
ads;15;5.691
ads;16;3.252
ads;17;4.065
ads;18;2.439
ads;19;2.439
ads;20;3.252
ads;21;2.439
ads;22;4.065
ads;23;3.252
ads;24;1.626
ads;26;2.439
ads;27;4.065
ads;28;1.626
ads;29;3.252
ads;0;30.464
ads;1;20.530
ads;2;28.477
ads;3;32.450
ads;4;20.530
ads;5;33.113
ads;6;23.841
ads;7;15.894
ads;8;9.272
ads;9;14.570
ads;10;10.596
ads;11;11.258
ads;12;16.556
ads;13;9.934
ads;14;7.285
ads;15;3.974
ads;16;3.974
ads;17;5.960
ads;18;3.974
ads;19;7.285
ads;20;7.285
ads;21;8.609
ads;22;6.623
ads;23;3.974
ads;24;5.960
ads;25;7.947
ads;26;5.298
ads;27;5.298
ads;28;4.636
ads;29;3.974
ads;0;26.316
ads;1;26.316
ads;2;27.068
ads;3;28.571
ads;4;15.038
ads;5;23.308
ads;6;21.805
ads;7;10.526
ads;8;8.271
ads;9;10.526
ads;10;12.030
ads;11;11.278
ads;12;9.023
ads;13;6.015
ads;14;3.008
ads;15;5.263
ads;16;6.767
ads;17;5.263
ads;18;2.256
ads;19;2.256
ads;20;3.759
ads;21;3.008
ads;22;0.752
ads;23;3.759
ads;24;2.256
ads;25;3.759
ads;26;1.504
ads;27;5.263
ads;28;3.008
ads;29;5.263
ads;0;31.343
ads;1;26.866
ads;2;19.403
ads;3;28.358
ads;4;24.627
ads;5;26.119
ads;6;26.866
ads;7;11.940
ads;8;11.194
ads;9;14.925
ads;10;11.940
ads;11;11.194
ads;12;10.448
ads;13;5.224
ads;14;5.970
ads;15;5.224
ads;16;5.224
ads;17;2.239
ads;18;2.985
ads;19;4.478
ads;20;2.239
ads;21;2.985
ads;22;3.731
ads;23;2.985
ads;24;4.478
ads;25;4.478
ads;26;5.970
ads;27;2.985
ads;28;2.239
ads;29;6.716
ads;0;31.061
ads;1;21.970
ads;2;21.212
ads;3;21.970
ads;4;23.485
ads;5;25.000
ads;6;24.242
ads;7;9.091
ads;8;15.152
ads;9;14.394
ads;10;11.364
ads;11;15.909
ads;12;12.121
ads;13;15.909
ads;14;4.545
ads;15;3.788
ads;16;3.030
ads;17;3.788
ads;18;3.030
ads;19;0.758
ads;20;3.030
ads;21;2.273
ads;22;1.515
ads;23;3.030
ads;24;1.515
ads;25;1.515
ads;26;2.273
ads;27;2.273
ads;28;3.030
ads;29;3.030
ads;0;25.000
ads;1;30.882
ads;2;27.941
ads;3;21.324
ads;4;25.000
ads;5;23.529
ads;6;30.882
ads;7;8.088
ads;8;8.824
ads;9;9.559
ads;10;9.559
ads;11;11.029
ads;12;10.294
ads;13;8.088
ads;14;4.412
ads;15;1.471
ads;16;1.471
ads;17;4.412
ads;18;5.147
ads;19;5.147
ads;20;4.412
ads;21;2.941
ads;22;3.676
ads;23;2.941
ads;24;3.676
ads;25;3.676
ads;26;3.676
ads;27;3.676
ads;28;5.147
ads;29;4.412
ads;0;25.000
ads;1;24.324
ads;2;29.730
ads;3;22.973
ads;4;22.973
ads;5;20.270
ads;6;20.946
ads;7;10.135
ads;8;10.811
ads;9;12.162
ads;10;11.486
ads;11;13.514
ads;12;8.784
ads;13;12.162
ads;14;2.703
ads;15;3.378
ads;16;4.730
ads;17;2.703
ads;18;2.027
ads;19;2.703
ads;20;2.703
ads;21;0.676
ads;22;2.703
ads;23;3.378
ads;24;4.054
ads;25;3.378
ads;26;4.730
ads;27;4.054
ads;28;2.027
ads;29;2.703
ads;0;21.014
ads;1;24.638
ads;2;23.188
ads;3;26.812
ads;4;27.536
ads;5;24.638
ads;6;31.159
ads;7;10.145
ads;8;11.594
ads;9;11.594
ads;10;9.420
ads;11;10.145
ads;12;12.319
ads;13;10.145
ads;14;2.899
ads;15;5.072
ads;16;2.899
ads;17;4.348
ads;18;4.348
ads;19;2.174
ads;20;3.623
ads;21;2.899
ads;22;6.522
ads;23;3.623
ads;24;4.348
ads;25;2.174
ads;26;3.623
ads;27;5.072
ads;28;5.072
ads;29;3.623
ads;0;26.866
ads;1;20.896
ads;2;25.373
ads;3;23.134
ads;4;20.149
ads;5;32.090
ads;6;23.134
ads;7;13.433
ads;8;7.463
ads;9;11.194
ads;10;9.701
ads;11;11.194
ads;12;11.194
ads;13;9.701
ads;14;3.731
ads;15;3.731
ads;16;3.731
ads;17;2.239
ads;18;2.985
ads;19;4.478
ads;20;6.716
ads;21;3.731
ads;22;2.985
ads;23;5.224
ads;24;2.985
ads;25;2.985
ads;26;3.731
ads;27;4.478
ads;28;2.239
ads;29;5.224
ads;0;21.014
ads;1;22.464
ads;2;22.464
ads;3;23.188
ads;4;28.986
ads;5;20.290
ads;6;22.464
ads;7;7.246
ads;8;8.696
ads;9;7.246
ads;10;6.522
ads;11;10.145
ads;12;10.145
ads;13;7.971
ads;14;2.174
ads;15;2.899
ads;16;1.449
ads;17;0.725
ads;18;2.174
ads;19;3.623
ads;20;2.899
ads;21;5.072
ads;22;3.623
ads;23;5.072
ads;24;2.899
ads;25;2.174
ads;26;2.899
ads;27;2.174
ads;28;4.348
ads;29;3.623
ads;0;19.549
ads;1;20.301
ads;2;25.564
ads;3;21.805
ads;4;24.812
ads;5;18.797
ads;6;18.797
ads;7;9.023
ads;8;13.534
ads;9;9.774
ads;10;13.534
ads;11;9.774
ads;12;15.789
ads;13;13.534
ads;14;3.759
ads;15;3.759
ads;16;2.256
ads;17;2.256
ads;18;4.511
ads;19;3.008
ads;20;3.008
ads;21;3.008
ads;22;2.256
ads;23;3.759
ads;24;3.008
ads;25;1.504
ads;26;0.752
ads;27;6.767
ads;28;2.256
ads;29;4.511
ads;0;25.333
ads;1;29.333
ads;2;26.667
ads;3;28.000
ads;4;26.667
ads;5;23.333
ads;6;28.667
ads;7;10.667
ads;8;9.333
ads;9;10.000
ads;10;7.333
ads;11;11.333
ads;12;9.333
ads;13;5.333
ads;14;4.000
ads;15;2.667
ads;16;2.667
ads;17;4.000
ads;18;4.000
ads;19;3.333
ads;20;4.000
ads;21;2.667
ads;22;2.000
ads;23;4.000
ads;24;5.333
ads;25;4.667
ads;26;2.667
ads;27;4.667
ads;28;3.333
ads;0;22.297
ads;1;31.081
ads;2;23.649
ads;3;23.649
ads;4;28.378
ads;5;27.703
ads;6;25.000
ads;7;6.081
ads;8;6.757
ads;9;12.838
ads;10;7.432
ads;11;9.459
ads;12;12.162
ads;13;8.784
ads;14;2.027
ads;15;4.054
ads;16;4.054
ads;17;4.054
ads;18;3.378
ads;19;4.054
ads;20;4.730
ads;21;2.027
ads;22;2.703
ads;23;4.730
ads;24;0.676
ads;25;2.027
ads;26;6.081
ads;27;3.378
ads;28;2.703
ads;29;4.054
ads;0;22.794
ads;1;27.941
ads;2;23.529
ads;3;22.794
ads;4;24.265
ads;5;24.265
ads;6;22.059
ads;7;13.971
ads;8;11.765
ads;9;8.088
ads;10;11.029
ads;11;9.559
ads;12;10.294
ads;13;11.765
ads;14;5.147
ads;15;3.676
ads;16;4.412
ads;17;5.882
ads;18;5.882
ads;19;2.941
ads;20;3.676
ads;21;4.412
ads;22;5.147
ads;23;3.676
ads;24;4.412
ads;25;3.676
ads;26;2.941
ads;27;2.941
ads;28;5.147
ads;29;3.676
ads;0;26.389
ads;1;22.222
ads;2;20.139
ads;3;23.611
ads;4;19.444
ads;5;27.778
ads;6;25.000
ads;7;11.111
ads;8;13.889
ads;9;6.944
ads;10;13.194
ads;11;10.417
ads;12;11.806
ads;13;13.889
ads;14;7.639
ads;15;6.944
ads;16;3.472
ads;17;6.250
ads;18;5.556
ads;19;4.861
ads;20;5.556
ads;21;5.556
ads;22;4.167
ads;23;2.778
ads;24;4.167
ads;25;6.944
ads;26;5.556
ads;27;6.250
ads;28;6.250
ads;29;4.167
ads;0;27.857
ads;1;17.857
ads;2;24.286
ads;3;17.857
ads;4;28.571
ads;5;25.714
ads;6;27.857
ads;7;8.571
ads;8;10.000
ads;9;10.714
ads;10;8.571
ads;11;14.286
ads;12;12.857
ads;13;13.571
ads;14;5.000
ads;15;4.286
ads;16;3.571
ads;17;4.286
ads;18;6.429
ads;19;3.571
ads;20;3.571
ads;21;5.000
ads;22;3.571
ads;23;1.429
ads;24;2.857
ads;25;7.143
ads;26;3.571
ads;27;5.714
ads;28;4.286
ads;29;2.857
ads;0;25.166
ads;1;25.166
ads;2;27.815
ads;3;23.841
ads;4;21.192
ads;5;25.828
ads;6;29.139
ads;7;11.921
ads;8;8.609
ads;9;11.258
ads;10;12.583
ads;11;13.907
ads;12;9.934
ads;13;11.921
ads;14;6.623
ads;15;4.636
ads;16;5.298
ads;17;6.623
ads;18;4.636
ads;19;2.649
ads;20;5.298
ads;21;2.649
ads;22;4.636
ads;23;5.298
ads;24;5.960
ads;25;4.636
ads;26;3.311
ads;27;7.285
ads;28;6.623
ads;29;7.285
ads;0;22.759
ads;1;22.759
ads;2;24.138
ads;3;28.966
ads;4;16.552
ads;5;22.069
ads;6;29.655
ads;7;12.414
ads;8;11.034
ads;9;12.414
ads;10;13.103
ads;11;11.724
ads;12;11.724
ads;13;17.931
ads;14;4.138
ads;15;6.207
ads;16;6.207
ads;17;4.828
ads;18;4.138
ads;19;8.276
ads;20;2.759
ads;21;5.517
ads;22;4.828
ads;23;4.138
ads;24;4.138
ads;25;6.207
ads;26;5.517
ads;27;3.448
ads;28;8.276
ads;29;4.828
ads;0;19.149
ads;1;26.241
ads;2;21.986
ads;3;26.950
ads;4;25.532
ads;5;29.078
ads;6;25.532
ads;7;10.638
ads;8;9.220
ads;9;7.801
ads;10;11.348
ads;11;8.511
ads;12;12.766
ads;13;12.766
ads;14;2.837
ads;15;2.128
ads;16;4.255
ads;17;4.255
ads;18;2.837
ads;19;7.092
ads;20;4.965
ads;21;4.965
ads;22;2.837
ads;23;2.837
ads;24;4.965
ads;25;4.965
ads;26;3.546
ads;27;7.092
ads;28;6.383
ads;29;4.965
ads;0;23.810
ads;1;25.397
ads;2;22.222
ads;3;19.048
ads;4;27.778
ads;5;20.635
ads;6;23.810
ads;7;7.143
ads;8;11.111
ads;9;7.143
ads;10;8.730
ads;11;8.730
ads;12;11.111
ads;13;8.730
ads;14;2.381
ads;15;3.968
ads;16;5.556
ads;17;2.381
ads;18;3.968
ads;19;2.381
ads;20;3.175
ads;21;3.175
ads;22;4.762
ads;23;3.968
ads;24;3.968
ads;25;3.175
ads;26;3.175
ads;27;6.349
ads;28;4.762
ads;29;1.587
ads;0;24.026
ads;1;27.922
ads;2;29.221
ads;3;31.818
ads;4;22.727
ads;5;26.623
ads;6;31.169
ads;7;14.935
ads;8;13.636
ads;9;9.740
ads;10;9.740
ads;11;3.896
ads;12;7.792
ads;13;7.143
ads;14;4.545
ads;15;3.247
ads;16;2.597
ads;17;3.247
ads;18;1.299
ads;19;6.494
ads;20;3.896
ads;21;3.247
ads;22;1.948
ads;23;1.948
ads;24;4.545
ads;25;3.247
ads;26;2.597
ads;27;5.195
ads;28;1.948
ads;29;1.948
ads;0;24.823
ads;1;24.823
ads;2;25.532
ads;3;24.823
ads;4;17.730
ads;5;20.567
ads;6;22.695
ads;7;7.092
ads;8;12.057
ads;9;7.801
ads;10;7.801
ads;11;7.092
ads;12;4.965
ads;13;8.511
ads;14;2.128
ads;15;3.546
ads;16;4.255
ads;17;2.837
ads;18;3.546
ads;19;6.383
ads;20;2.837
ads;21;0.709
ads;22;3.546
ads;23;1.418
ads;24;4.255
ads;25;2.837
ads;26;2.837
ads;27;2.837
ads;28;2.837
ads;29;1.418
ads;0;28.571
ads;1;22.857
ads;2;25.000
ads;3;25.714
ads;4;22.143
ads;5;30.000
ads;6;28.571
ads;7;14.286
ads;8;15.714
ads;9;12.143
ads;10;12.857
ads;11;14.286
ads;12;8.571
ads;13;12.143
ads;14;4.286
ads;15;5.714
ads;16;5.714
ads;17;5.714
ads;18;5.714
ads;19;3.571
ads;20;3.571
ads;21;5.714
ads;22;5.000
ads;23;7.857
ads;24;4.286
ads;25;4.286
ads;26;4.286
ads;27;3.571
ads;28;5.000
ads;29;2.857
ads;0;23.704
ads;1;24.444
ads;2;20.741
ads;3;25.185
ads;4;27.407
ads;5;25.926
ads;6;17.778
ads;7;8.889
ads;8;8.148
ads;9;13.333
ads;10;9.630
ads;11;8.889
ads;12;8.148
ads;13;14.815
ads;14;5.185
ads;15;2.222
ads;16;3.704
ads;17;2.222
ads;18;2.963
ads;19;1.481
ads;20;1.481
ads;21;2.963
ads;22;2.222
ads;23;3.704
ads;24;3.704
ads;25;4.444
ads;26;4.444
ads;27;2.222
ads;28;2.963
ads;29;2.222
ads;0;21.622
ads;1;30.405
ads;2;19.595
ads;3;22.297
ads;4;21.622
ads;5;25.676
ads;6;16.892
ads;7;13.514
ads;8;13.514
ads;9;14.865
ads;10;9.459
ads;11;9.459
ads;12;13.514
ads;13;12.838
ads;14;5.405
ads;15;6.081
ads;16;6.081
ads;17;2.703
ads;18;5.405
ads;19;4.054
ads;20;5.405
ads;21;4.054
ads;22;4.730
ads;23;2.703
ads;24;6.081
ads;25;5.405
ads;26;4.054
ads;27;3.378
ads;28;3.378
ads;29;4.730
ads;0;24.204
ads;1;24.204
ads;2;19.745
ads;3;29.299
ads;4;22.293
ads;5;27.389
ads;6;17.834
ads;7;7.643
ads;8;10.191
ads;9;6.369
ads;10;9.554
ads;11;8.280
ads;12;10.191
ads;13;10.191
ads;14;2.548
ads;15;2.548
ads;16;3.822
ads;17;3.822
ads;18;4.459
ads;19;4.459
ads;20;3.822
ads;21;2.548
ads;22;3.822
ads;23;2.548
ads;24;3.185
ads;25;4.459
ads;26;2.548
ads;27;3.185
ads;28;4.459
ads;29;2.548
ads;0;25.191
ads;1;26.718
ads;2;28.244
ads;3;27.481
ads;4;14.504
ads;5;19.847
ads;6;25.954
ads;7;5.344
ads;8;8.397
ads;9;4.580
ads;10;7.634
ads;11;12.214
ads;12;8.397
ads;13;12.214
ads;14;2.290
ads;15;3.053
ads;16;3.053
ads;17;0.763
ads;18;1.527
ads;19;1.527
ads;20;3.053
ads;21;2.290
ads;22;1.527
ads;23;0.763
ads;24;2.290
ads;25;2.290
ads;26;5.344
ads;27;2.290
ads;28;5.344
ads;29;3.817
ads;0;28.289
ads;1;23.026
ads;2;26.316
ads;3;22.368
ads;4;17.763
ads;5;24.342
ads;6;25.000
ads;7;11.184
ads;8;9.211
ads;9;11.842
ads;10;12.500
ads;11;9.211
ads;12;9.868
ads;13;8.553
ads;14;5.921
ads;15;4.605
ads;16;3.289
ads;17;3.947
ads;18;3.289
ads;19;3.289
ads;20;6.579
ads;21;5.263
ads;22;4.605
ads;23;3.947
ads;24;5.921
ads;25;5.263
ads;26;3.947
ads;27;2.632
ads;28;2.632
ads;29;4.605
ads;0;30.282
ads;1;21.127
ads;2;23.239
ads;3;29.577
ads;4;26.056
ads;5;30.282
ads;6;26.056
ads;7;12.676
ads;8;9.155
ads;9;12.676
ads;10;9.859
ads;11;12.676
ads;12;9.155
ads;13;11.972
ads;14;5.634
ads;15;6.338
ads;16;7.042
ads;17;2.817
ads;18;4.930
ads;19;4.930
ads;20;9.155
ads;21;7.042
ads;22;6.338
ads;23;4.930
ads;24;4.225
ads;25;4.930
ads;26;7.746
ads;27;6.338
ads;28;7.042
ads;29;7.746
ads;0;28.667
ads;1;24.000
ads;2;20.667
ads;3;28.667
ads;4;20.000
ads;5;28.667
ads;6;28.000
ads;7;14.667
ads;8;12.667
ads;9;10.000
ads;10;10.000
ads;11;12.000
ads;12;8.000
ads;13;12.667
ads;14;5.333
ads;15;5.333
ads;16;4.667
ads;17;5.333
ads;18;4.000
ads;19;5.333
ads;20;4.000
ads;21;7.333
ads;22;4.667
ads;23;5.333
ads;24;4.000
ads;25;2.667
ads;26;4.667
ads;27;5.333
ads;28;3.333
ads;29;4.000
ads;0;21.687
ads;1;28.313
ads;2;24.096
ads;3;24.096
ads;4;23.494
ads;5;22.289
ads;6;22.892
ads;7;10.241
ads;8;7.229
ads;9;8.434
ads;10;6.024
ads;11;9.639
ads;12;9.036
ads;13;8.434
ads;14;1.205
ads;15;3.012
ads;16;1.205
ads;18;0.602
ads;19;1.807
ads;20;2.410
ads;21;1.807
ads;22;3.012
ads;23;2.410
ads;24;2.410
ads;25;1.807
ads;26;4.217
ads;27;2.410
ads;28;4.217
ads;29;1.205
ads;0;22.656
ads;1;32.031
ads;2;24.219
ads;3;25.000
ads;4;17.188
ads;5;30.469
ads;6;23.438
ads;7;10.156
ads;8;15.625
ads;9;11.719
ads;10;11.719
ads;11;10.156
ads;12;3.125
ads;13;11.719
ads;14;5.469
ads;15;3.906
ads;16;3.906
ads;17;3.906
ads;18;2.344
ads;19;3.906
ads;20;3.906
ads;21;5.469
ads;22;5.469
ads;23;3.125
ads;24;3.125
ads;25;2.344
ads;26;3.125
ads;27;4.688
ads;28;4.688
ads;29;3.125
ads;0;25.000
ads;1;19.595
ads;2;26.351
ads;3;22.973
ads;4;22.297
ads;5;22.973
ads;6;22.973
ads;7;8.784
ads;8;10.135
ads;9;9.459
ads;10;8.108
ads;11;10.135
ads;12;8.784
ads;13;15.541
ads;14;2.703
ads;15;3.378
ads;16;2.703
ads;17;4.730
ads;18;2.027
ads;19;2.703
ads;20;4.054
ads;21;5.405
ads;22;6.757
ads;23;4.730
ads;24;2.027
ads;25;2.703
ads;26;4.054
ads;27;3.378
ads;28;4.730
ads;29;4.054
ads;0;23.129
ads;1;24.490
ads;2;21.088
ads;3;21.769
ads;4;23.129
ads;5;27.211
ads;6;25.850
ads;7;14.286
ads;8;12.245
ads;9;12.245
ads;10;8.844
ads;11;6.803
ads;12;10.204
ads;13;11.565
ads;14;3.401
ads;15;3.401
ads;16;4.082
ads;17;3.401
ads;18;4.762
ads;19;3.401
ads;20;2.721
ads;21;3.401
ads;22;2.721
ads;23;2.721
ads;24;5.442
ads;25;1.361
ads;26;4.762
ads;27;3.401
ads;28;4.762
ads;29;4.082
ads;0;17.742
ads;1;20.968
ads;2;20.968
ads;3;25.000
ads;4;14.516
ads;5;24.194
ads;6;20.161
ads;7;7.258
ads;8;8.065
ads;9;12.903
ads;10;7.258
ads;11;9.677
ads;12;9.677
ads;13;11.290
ads;14;2.419
ads;15;1.613
ads;16;2.419
ads;17;4.032
ads;18;2.419
ads;19;3.226
ads;20;2.419
ads;21;4.839
ads;22;4.032
ads;23;4.839
ads;24;2.419
ads;25;4.839
ads;26;2.419
ads;27;4.032
ads;28;3.226
ads;29;3.226
ads;0;26.119
ads;1;31.343
ads;2;26.866
ads;3;23.134
ads;4;21.642
ads;5;22.388
ads;6;16.418
ads;7;11.940
ads;8;8.955
ads;9;8.209
ads;10;7.463
ads;11;10.448
ads;12;11.940
ads;13;9.701
ads;14;0.746
ads;15;1.493
ads;16;2.239
ads;17;2.985
ads;18;2.985
ads;19;2.239
ads;20;1.493
ads;21;5.224
ads;22;5.970
ads;23;4.478
ads;24;1.493
ads;25;2.985
ads;26;2.985
ads;27;2.985
ads;28;2.985
ads;29;3.731
ads;0;27.152
ads;1;25.166
ads;2;23.841
ads;3;18.543
ads;4;29.139
ads;5;24.503
ads;6;27.152
ads;7;15.232
ads;8;7.947
ads;9;7.285
ads;10;11.921
ads;11;9.272
ads;12;14.570
ads;13;10.596
ads;14;2.649
ads;15;2.649
ads;16;1.987
ads;17;3.311
ads;18;3.311
ads;19;1.987
ads;20;3.311
ads;21;1.325
ads;22;3.311
ads;23;1.325
ads;24;3.311
ads;25;3.311
ads;26;2.649
ads;27;3.311
ads;28;1.987
ads;29;1.987
ads;0;23.741
ads;1;21.583
ads;2;25.899
ads;3;25.180
ads;4;25.180
ads;5;27.338
ads;6;24.460
ads;7;10.072
ads;8;11.511
ads;9;10.791
ads;10;8.633
ads;11;12.230
ads;12;10.072
ads;13;10.072
ads;14;2.878
ads;15;2.158
ads;16;4.317
ads;17;1.439
ads;18;2.878
ads;19;2.878
ads;20;2.878
ads;21;4.317
ads;22;4.317
ads;23;5.036
ads;24;2.158
ads;25;3.597
ads;26;1.439
ads;27;1.439
ads;28;3.597
ads;29;5.036
ads;0;27.211
ads;1;29.932
ads;2;23.129
ads;3;24.490
ads;4;24.490
ads;5;30.612
ads;6;20.408
ads;7;10.204
ads;8;10.204
ads;9;11.565
ads;10;21.769
ads;11;13.605
ads;12;14.286
ads;13;9.524
ads;14;4.762
ads;15;2.041
ads;16;6.803
ads;17;4.082
ads;18;6.122
ads;19;5.442
ads;20;6.122
ads;21;4.082
ads;22;4.762
ads;23;5.442
ads;24;8.163
ads;25;4.082
ads;26;4.762
ads;27;5.442
ads;28;3.401
ads;29;4.762
ads;0;24.818
ads;1;30.657
ads;2;23.358
ads;3;24.088
ads;4;19.708
ads;5;20.438
ads;6;19.708
ads;7;10.219
ads;8;10.949
ads;9;10.219
ads;10;8.759
ads;11;8.029
ads;12;7.299
ads;13;7.299
ads;14;2.190
ads;15;3.650
ads;16;5.109
ads;17;4.380
ads;18;7.299
ads;19;5.839
ads;20;4.380
ads;21;2.920
ads;22;2.920
ads;23;4.380
ads;24;5.839
ads;25;5.109
ads;26;3.650
ads;27;5.839
ads;28;2.920
ads;29;2.920
ads;0;27.132
ads;1;29.457
ads;2;27.907
ads;3;27.132
ads;4;27.132
ads;5;23.256
ads;6;24.806
ads;7;9.302
ads;8;7.752
ads;9;10.078
ads;10;9.302
ads;11;6.977
ads;12;13.953
ads;13;7.752
ads;14;1.550
ads;15;2.326
ads;16;3.101
ads;17;4.651
ads;18;3.101
ads;19;2.326
ads;20;3.101
ads;21;2.326
ads;22;6.202
ads;23;3.876
ads;24;4.651
ads;25;4.651
ads;26;2.326
ads;27;3.101
ads;28;2.326
ads;29;3.876
ads;0;25.694
ads;1;27.083
ads;2;26.389
ads;3;29.861
ads;4;27.083
ads;5;23.611
ads;6;22.917
ads;7;17.361
ads;8;11.806
ads;9;7.639
ads;10;11.806
ads;11;15.278
ads;12;11.111
ads;13;11.806
ads;14;7.639
ads;15;4.861
ads;16;4.861
ads;17;6.250
ads;18;6.944
ads;19;4.861
ads;20;4.861
ads;21;4.861
ads;22;3.472
ads;23;4.167
ads;24;4.167
ads;25;3.472
ads;26;4.167
ads;27;4.167
ads;28;1.389
ads;29;6.944
ads;0;23.741
ads;1;18.705
ads;2;20.863
ads;3;30.935
ads;4;25.180
ads;5;23.741
ads;6;20.863
ads;7;13.669
ads;8;11.511
ads;9;15.108
ads;10;13.669
ads;11;12.230
ads;12;11.511
ads;13;10.791
ads;14;3.597
ads;15;4.317
ads;16;3.597
ads;17;2.158
ads;18;1.439
ads;19;5.036
ads;20;4.317
ads;21;1.439
ads;22;2.878
ads;23;4.317
ads;24;4.317
ads;25;3.597
ads;26;2.158
ads;27;2.158
ads;28;2.158
ads;29;2.878
ads;0;26.351
ads;1;23.649
ads;2;27.703
ads;3;24.324
ads;4;29.054
ads;5;26.351
ads;6;18.919
ads;7;7.432
ads;8;10.811
ads;9;11.486
ads;10;8.784
ads;11;12.162
ads;12;11.486
ads;13;8.108
ads;14;4.054
ads;15;6.757
ads;16;5.405
ads;17;5.405
ads;18;3.378
ads;19;4.054
ads;20;2.027
ads;21;3.378
ads;22;2.027
ads;23;3.378
ads;24;3.378
ads;25;4.730
ads;26;3.378
ads;27;4.054
ads;28;5.405
ads;29;3.378
ads;0;24.818
ads;1;23.358
ads;2;20.438
ads;3;22.628
ads;4;21.168
ads;5;24.088
ads;6;24.818
ads;7;8.029
ads;8;6.569
ads;9;9.489
ads;10;5.109
ads;11;14.599
ads;12;7.299
ads;13;6.569
ads;14;4.380
ads;15;4.380
ads;16;4.380
ads;17;2.920
ads;18;5.109
ads;19;2.190
ads;20;3.650
ads;21;0.730
ads;22;4.380
ads;23;5.839
ads;24;2.920
ads;25;2.190
ads;26;3.650
ads;27;3.650
ads;28;5.109
ads;29;2.920
ads;0;24.138
ads;1;24.138
ads;2;22.069
ads;3;24.828
ads;4;28.966
ads;5;31.034
ads;6;22.759
ads;7;13.103
ads;8;4.828
ads;9;11.034
ads;10;6.897
ads;11;6.897
ads;12;4.828
ads;13;6.897
ads;14;4.138
ads;15;5.517
ads;16;3.448
ads;17;2.759
ads;18;6.207
ads;19;4.138
ads;20;3.448
ads;21;4.138
ads;22;2.069
ads;23;3.448
ads;24;4.138
ads;25;6.207
ads;26;4.138
ads;27;1.379
ads;28;3.448
ads;29;3.448
ads;0;22.368
ads;1;28.289
ads;2;28.289
ads;3;21.711
ads;4;32.895
ads;5;21.711
ads;6;23.026
ads;7;15.789
ads;8;10.526
ads;9;13.158
ads;10;10.526
ads;11;14.474
ads;12;9.211
ads;13;14.474
ads;14;7.237
ads;15;6.579
ads;16;5.263
ads;17;3.947
ads;18;5.921
ads;19;4.605
ads;20;1.974
ads;21;3.289
ads;22;6.579
ads;23;5.921
ads;24;4.605
ads;25;5.921
ads;26;4.605
ads;27;5.263
ads;28;3.947
ads;29;4.605
ads;0;23.932
ads;1;31.624
ads;2;28.205
ads;3;20.513
ads;4;29.060
ads;5;22.222
ads;6;25.641
ads;7;8.547
ads;8;9.402
ads;9;7.692
ads;10;6.838
ads;11;8.547
ads;12;5.983
ads;13;6.838
ads;14;1.709
ads;15;2.564
ads;16;4.274
ads;17;2.564
ads;18;2.564
